date,actual_rv,position,HAR_RV_forecast,HAR_RV_resid_var,HAR_MedRV_input_forecast,HAR_MedRV_input_resid_var,HAR_RK_input_forecast,HAR_RK_input_resid_var,HAR_TSRV_input_forecast,HAR_TSRV_input_resid_var
2020-06-10,3.682611066773139e-05,694,4.8641602499679214e-05,0.2878918388269642,3.6159011253715554e-05,0.29632483674724636,4.230151494267411e-05,0.29438309804573803,3.947548563554297e-05,0.2979519430014149
2020-06-11,8.391833602941044e-05,695,4.27791464015653e-05,0.28750119588268,4.178047377299248e-05,0.2959359403807475,4.3531789460820617e-05,0.2939571791650284,4.291677464900168e-05,0.29752985818691663
2020-06-12,9.561164027280303e-05,696,5.8079741585405216e-05,0.2880486024135682,5.4728427329700585e-05,0.29653721811510586,5.79721363929666e-05,0.2944620077118383,5.6936403092149596e-05,0.29806667195022485
2020-06-15,0.00011598965898244406,697,6.940066445115495e-05,0.2882248229670407,7.206652902590533e-05,0.29682426088645625,6.236146259437865e-05,0.29463883438651317,5.75816893736727e-05,0.2982756218655583
2020-06-16,4.025855112296471e-05,698,8.189025763325704e-05,0.288429554143183,8.350111101607212e-05,0.29695433952313877,7.38654456840618e-05,0.29506090682309605,7.052861202287159e-05,0.298882474846817
2020-06-18,8.381213284846933e-05,699,5.9730715765295686e-05,0.28847243511085296,6.0250982603854423e-05,0.29700961545684534,6.200874554491239e-05,0.29493846605443125,6.187413902871054e-05,0.2986945521476367
2020-06-19,4.134926298994875e-05,700,7.749994883336015e-05,0.2883912056456704,7.581442342787655e-05,0.29690967712036587,7.170358156150096e-05,0.29480288072953187,7.171007325243827e-05,0.2985589035482687
2020-06-22,5.456303207978142e-05,701,6.048351955043878e-05,0.2883120012185659,6.613188599772558e-05,0.29678279240414546,5.5002347062124854e-05,0.2946120392973681,5.591957272011933e-05,0.2983605838760558
2020-06-23,7.62335705187091e-05,702,6.160135492688855e-05,0.2879013581823887,6.513441247352933e-05,0.2963603489704442,6.507584602763652e-05,0.2942176133125356,6.583770841895258e-05,0.29795528701737584
2020-06-24,2.137147671892711e-05,703,6.343997178256285e-05,0.2876712744164923,6.534140087551816e-05,0.2960694346869119,7.05967636292428e-05,0.29392961375425325,7.30472296391483e-05,0.297653565955849
2020-06-29,7.914696901124756e-05,704,4.337067564509482e-05,0.28852878402841,4.120833061392769e-05,0.2969841702548177,4.676223483463402e-05,0.29507011642108694,5.1437987237352925e-05,0.2988858638096345
2020-06-30,2.4885515732583524e-05,705,6.0772851882618565e-05,0.28890431727144394,6.130566618694427e-05,0.2974667277906477,5.441385560713541e-05,0.2952893130248893,5.521847578994857e-05,0.29893528792695684
2020-07-01,3.3942610870253254e-05,706,4.331426638692957e-05,0.28928707718588076,4.214278737514669e-05,0.29784738469784905,4.767508097732675e-05,0.2954410324779035,4.968796897544328e-05,0.2991051631240048
2020-07-02,3.886071770238027e-05,707,4.4928378268403946e-05,0.288889489177656,4.5130264902825116e-05,0.29743014405829915,5.258245077220582e-05,0.2950729909479041,5.30428636442849e-05,0.29875562749349793
2020-07-03,4.062276139189006e-05,708,4.230452299355641e-05,0.28847913537154124,4.2362127280543986e-05,0.2970076590916264,4.0365836976434595e-05,0.29468782786440895,4.110869316150152e-05,0.29836832237712224
2020-07-06,3.74811580378054e-05,709,4.478325887964122e-05,0.28808515079575253,4.677783428193709e-05,0.29660243602031255,4.470105740638991e-05,0.2943032397068015,4.532858154234642e-05,0.2979717611110041
2020-07-07,0.00012178284869976702,710,3.9330891717810294e-05,0.28767872734607264,4.229243924949736e-05,0.296189904354804,4.3745269700027545e-05,0.2938875685800389,4.293577419763322e-05,0.29755209305155217
2020-07-08,5.209310880325337e-05,711,6.779192563520923e-05,0.28956056199706154,7.818914091137506e-05,0.2978208668680176,5.5842582399643545e-05,0.29540601636787933,5.5934709458963755e-05,0.2991340615175645
2020-07-09,3.4893026257848834e-05,712,5.6083145362639784e-05,0.2891712802224625,5.8677343734216384e-05,0.2974927485089458,4.7530851441699874e-05,0.2949973790592214,4.7338093504890354e-05,0.298720205349628
2020-07-10,0.00010401489236057653,713,5.003633014984654e-05,0.2889165728052845,5.341161414737025e-05,0.29726667938784485,4.568577758153899e-05,0.29461804797274666,4.662229654737365e-05,0.29833297490669114
2020-07-13,2.5309623104633697e-05,714,7.432299263546814e-05,0.2895870642263098,8.326556522214284e-05,0.2977797176581708,7.850703133299112e-05,0.29552516482899116,8.09549952182241e-05,0.2991852455033513
2020-07-14,5.2433378606911865e-05,715,5.056274986738467e-05,0.2903961122637386,4.997534930074159e-05,0.29887862795367665,5.233640618590533e-05,0.2964606942282853,5.603208720807656e-05,0.3001956288800952
2020-07-16,7.249083303339757e-05,716,5.4172320699112444e-05,0.290034131364148,5.1997494727483844e-05,0.29851291851493916,5.366147849066367e-05,0.2960756526440141,5.566313121738373e-05,0.2997837525087967
2020-07-17,4.323427852989666e-05,717,6.133310977064813e-05,0.28989362932375223,5.943960024052379e-05,0.29841848917162517,6.0788474392164726e-05,0.2959419654836916,5.906464654307843e-05,0.29960276807107045
2020-07-20,0.00010557803626359107,718,5.432294910451117e-05,0.289546111800688,5.3609200412368715e-05,0.29804046414031654,5.8798664261684315e-05,0.29557938635599285,6.0078045933198776e-05,0.2992198852170984
2020-07-21,3.555840997471927e-05,719,6.851505499096543e-05,0.2900543688980347,6.152608323143994e-05,0.29857668771463386,5.5433880312420286e-05,0.29591524461016255,5.1689970584591626e-05,0.2995109303545912
2020-07-22,4.290353896236702e-05,720,5.25225978041031e-05,0.29001148511980385,4.999162111330855e-05,0.2983807814932332,5.899899148654372e-05,0.29562373752545507,5.6751854059558866e-05,0.2991625130850919
2020-07-23,3.157375573589532e-05,721,5.416227213577653e-05,0.2896115633146894,5.4970042613890414e-05,0.297964648924687,5.2569168387511106e-05,0.29525196944578713,5.174921248689048e-05,0.29876881827511553
2020-07-24,9.774641926015373e-05,722,4.620718480274229e-05,0.28942468758308537,4.2843382906009115e-05,0.29777805997404827,4.965999091592293e-05,0.29502285368073067,5.0693375923166427e-05,0.2985177267808595
2020-07-27,8.98566804687968e-05,723,6.815991942939194e-05,0.29012992599457993,6.190059467723406e-05,0.29867733030847243,7.370409598027668e-05,0.2955558790299301,7.046236319969287e-05,0.29900339880028176
2020-07-28,0.0003042632592555322,724,6.534451867808486e-05,0.2899723676254829,7.100588289618933e-05,0.29863948869357937,6.0610283564263146e-05,0.2953105519962213,5.8689821528943445e-05,0.2988010555444651
2020-07-29,0.0001234663637412857,725,0.0001279643262004389,0.29348126527211227,0.0001341167621248318,0.3017735237257944,0.00010751660492436229,0.2991899033002075,0.00010874656992969666,0.3028430479331593
2020-07-30,5.609822062579368e-05,726,0.00010959156106518603,0.2930915696078985,0.00010443621545635366,0.3013618877158676,9.169173444667511e-05,0.2988889634462327,9.39070920204336e-05,0.30252962441477643
2020-07-31,8.048870093530613e-05,727,9.061532056820182e-05,0.29306167555276214,8.714251431322902e-05,0.3012492215904437,8.434902479373426e-05,0.2986360738221918,8.71957107551817e-05,0.3022930310739156
2020-08-03,7.090385973024642e-05,728,9.855848364258895e-05,0.292657965440697,0.00010458040613821353,0.30084004505045286,8.254883242428072e-05,0.29823794891623606,8.413058073323199e-05,0.3018824126490426
