"總體統計資料庫XML檔連結清單"
"領域別","資料項目","連結網址","來源機關"
"17衛生統計","全民健康保險保險對象人數-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Health/HS1101A1A.xml","衛生福利部"
"18環保統計","空氣污染指標分布-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0101A1A.xml","環保部"
"18環保統計","空氣污染指標分布-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0101A1M.xml","環保部"
"18環保統計","空氣品質指標分布-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0101A2A.xml","環保部"
"18環保統計","空氣品質指標分布-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0101A2M.xml","環保部"
"18環保統計","空氣污染物濃度-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0102A1A.xml","環保部"
"18環保統計","自來水水質檢驗-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0103A1A.xml","環保部"
"18環保統計","自來水水質檢驗-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0103A1M.xml","環保部"
"18環保統計","一般地區環境音量監測情形-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A1A.xml","環保部"
"18環保統計","一般地區環境音量監測情形-季","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A1Q.xml","環保部"
"18環保統計","道路交通音量監測情形-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A2A.xml","環保部"
"18環保統計","道路交通音量監測情形-季","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A2Q.xml","環保部"
"18環保統計","環境音量監測不合格情形-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A1A.xml","環保部"
"18環保統計","環境音量監測不合格情形-季","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0104A1Q.xml","環保部"
"18環保統計","垃圾清理狀況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0105A1A.xml","環保部"
"18環保統計","垃圾清理狀況-月","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0105A1M.xml","環保部"
"18環保統計","重要河川污染現況-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/EP0106A1A.xml","環保部"
"20農業統計","糧食供需-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/AG0101A1A.xml","農業部"
"20農業統計","農業生產總值-年","https://nstatdb.dgbas.gov.tw/dgbasAll/download/XML/Environment/AG0102A1A.xml","農業部"
