Ticker_Symbol|Security_Name|Listing_Exchange|Effective_Date|Tick_Size_Pilot_Program_Group
HMST|HomeStreet, Inc. Common Stock|Q|20160906|G3
HMSY|HMS Holdings Corp (DE)|Q|20160906|C
HMTV|Hemisphere Media Group, Inc. Class A Common Stock|Q|20160906|G2
HNH|Handy & Harman Ltd. Common Stock|Q|20160906|G3
HNNA|Hennessy Advisors, Inc. Common Stock|Q|20160906|C
HNRG|Hallador Energy Company Common Stock|Q|20160906|C
HOFT|Hooker Furniture Corporation Common Stock|Q|20160906|G2
HOLI|Hollysys Automation Technologies, Ltd. Common Shares (British Virgin Islands)|Q|20160906|C
HOPE|Hope Bancorp, Inc. Common Stock|Q|20160906|C
HPJ|Highpower International Inc|Q|20160906|G2
HQY|HealthEquity, Inc. Common Stock|Q|20160906|C
HRMN|Harmony Merger Corp. Common Stock|Q|20160906|C
HRTX|Heron Therapeutics, Inc. Common Stock|Q|20160906|G2
HRZN|Horizon Technology Finance Corporation Common Stock|Q|20160906|C
HSGX|Histogenics Corporation Common Stock|Q|20160906|C
HSII|Heidrick & Struggles International, Inc. Common Stock|Q|20160906|G1
HSKA|Heska Corporation Common Stock|Q|20160906|C
HSNI|HSN, Inc. Common Stock|Q|20160906|G2
HSTM|HealthStream, Inc. Common Stock|Q|20160906|C
HTBI|HomeTrust Bancshares, Inc. Common Stock|Q|20160906|G3
HTBK|Heritage Commerce Corp Common Stock|Q|20160906|C
HTGM|HTG Molecular Diagnostics, Inc. Common Stock|Q|20160906|C
HTLD|Heartland Express, Inc. Common Stock|Q|20160906|C
HTLF|Heartland Financial USA, Inc. Common Stock|Q|20160906|G1
HUBG|Hub Group, Inc. Class A Common Stock|Q|20160906|G2
HURC|Hurco Companies, Inc. Common Stock|Q|20160906|G1
HURN|Huron Consulting Group Inc. Common Stock|Q|20160906|G1
HWAY|Healthways, Inc. Common Stock|Q|20160906|G3
HWBK|Hawthorn Bancshares, Inc. Common Stock|Q|20160906|G1
HWCC|Houston Wire & Cable Company Common Stock|Q|20160906|G1
HWKN|Hawkins, Inc. Common Stock|Q|20160906|G2
HYGS|Hydrogenics Corporation New Common Shares|Q|20160906|G3
IBCP|Independent Bank Corporation Common Stock|Q|20160906|G3
IBKC|IBERIABANK Corporation Common Stock|Q|20160906|G1
IBKR|Interactive Brokers Group, Inc. Common Stock|Q|20160906|C
IBOC|International Bancshares Corporation Common Stock|Q|20160906|G3
IBTX|Independent Bank Group, Inc Common Stock|Q|20160906|G1
ICAD|iCAD, Inc. Common Stock|Q|20160906|C
ICBK|County Bancorp, Inc. Common Stock|Q|20160906|C
ICCC|ImmuCell Corporation Common Stock|Q|20160906|C
ICFI|ICF International, Inc. Common Stock|Q|20160906|G2
ICUI|ICU Medical, Inc. Common Stock|Q|20160906|G3
IDCC|InterDigital, Inc. Common Stock|Q|20160906|G2
IDSY|I.D. Systems, Inc. Common Stock|Q|20160906|C
IESC|IES Holdings, Inc. Common Stock|Q|20160906|G2
IGLD|Internet Gold Golden Lines Ltd. Ordinary Shares|Q|20160906|C
III|Information Services Group, Inc. Information Services Group Inc. Common Stock|Q|20160906|C
IIIN|Insteel Industries, Inc. Common Stock|Q|20160906|C
IIN|Intricon Corporation Common Stock|Q|20160906|G2
IIVI|II-VI Incorporated Common Stock|Q|20160906|G1
IKNX|Ikonics Corporation|Q|20160906|C
IMDZ|Immune Design Corp. Common Stock|Q|20160906|G2
IMKTA|Ingles Markets, Incorporated Class A Common Stock|Q|20160906|G2
IMMR|Immersion Corporation Common Stock|Q|20160906|C
IMMY|Imprimis Pharmaceuticals, Inc. Common Stock|Q|20160906|C
IMOS|ChipMOS TECHNOLOGIES (Bermuda) LTD. Common Shares|Q|20160906|G1
INAP|Internap Corporation Common Stock|Q|20160906|C
INBK|First Internet Bancorp Common Stock|Q|20160906|G1
INCR|INC Research Holdings, Inc. Class A Common Stock|Q|20160906|G2
INDB|Independent Bank Corp. Common Stock|Q|20160906|G2
INGN|Inogen, Inc Common Stock|Q|20160906|C
ININ|Interactive Intelligence Group, Inc. Common Stock|Q|20160906|G1
INOD|Innodata Inc. Common Stock|Q|20160906|G1
INOV|Inovalon Holdings, Inc. Class A Common Stock|Q|20160906|G1
INSM|Insmed, Inc. Common Stock|Q|20160906|C
INSY|Insys Therapeutics, Inc. Common Stock|Q|20160906|C
INTG|Intergroup Corporation (The) Common Stock|Q|20160906|G1
INTL|INTL FCStone Inc. Common Stock|Q|20160906|C
INVA|Innoviva, Inc. Common Stock|Q|20160906|C
INWK|InnerWorkings, Inc. Common Stock|Q|20160906|C
IOSP|Innospec Inc. Common Stock|Q|20160906|G3
IOTS|Adesto Technologies Corporation Common Stock|Q|20160906|G3
IPAR|Inter Parfums, Inc. Common Stock|Q|20160906|G2
IPCC|Infinity Property and Casualty Corporation Common Stock|Q|20160906|G1
IPHS|Innophos Holdings, Inc. Common Stock|Q|20160906|C
IPWR|Ideal Power Inc. Common Stock|Q|20160906|C
IPXL|Impax Laboratories, Inc. Common Stock|Q|20160906|G2
IQNT|Inteliquent, Inc. Common Stock|Q|20160906|C
IRBT|iRobot Corporation Common Stock|Q|20160906|C
IRDM|Iridium Communications Inc Common Stock|Q|20160906|G3
IRIX|IRIDEX Corporation Common Stock|Q|20160906|C
IRMD|iRadimed Corporation Common Stock|Q|20160906|G3
IROQ|IF Bancorp, Inc. Common Stock|Q|20160906|C
ISCA|International Speedway Corporation Class A Common Stock|Q|20160906|G1
ISIG|Insignia Systems, Inc. Common Stock|Q|20160906|C
ISLE|Isle of Capri Casinos, Inc. Common Stock|Q|20160906|C
ISNS|Image Sensing Systems, Inc. Common Stock|Q|20160906|G1
ISRL|Isramco, Inc. Common Stock|Q|20160906|G1
ISSC|Innovative Solutions and Support, Inc. Common Stock|Q|20160906|C
ISTR|Investar Holding Corporation Common Stock|Q|20160906|G1
ITCI|Intra-Cellular Therapies Inc. Common Stock|Q|20160906|C
ITEK|Inotek Pharmaceuticals Corporation Common Stock|Q|20160906|G1
ITIC|Investors Title Company Common Stock|Q|20160906|C
ITRI|Itron, Inc. Common Stock|Q|20160906|G3
ITRN|Ituran Location and Control Ltd. Ordinary Shares|Q|20160906|G1
ITUS|ITUS Corporation Common Stock|Q|20160906|G2
IVAC|Intevac, Inc. Common Stock|Q|20160906|G2
IVTY|Invuity, Inc. Common Stock|Q|20160906|G2
IXYS|IXYS Corporation Common Stock|Q|20160906|G3
JAKK|JAKKS Pacific, Inc. Common Stock|Q|20160906|G1
JBSS|John B. Sanfilippo & Son, Inc. Common Stock|Q|20160906|C
JCS|Communications Systems, Inc. Common Stock|Q|20160906|C
JCTCF|Jewett-Cameron Trading Company Common Shares|Q|20160906|G2
JIVE|Jive Software, Inc. Common Stock|Q|20160906|G3
JJSF|J & J Snack Foods Corp. Common Stock|Q|20160906|C
JNP|Juniper Pharmaceuticals, Inc. Common Stock|Q|20160906|G1
JOUT|Johnson Outdoors Inc. Class A Common Stock|Q|20160906|C
JRVR|James River Group Holdings, Ltd. Common Shares|Q|20160906|C
JTPY|JetPay Corporation Common Stock|Q|20160906|G3
JVA|Coffee Holding Co., Inc. Common Stock|Q|20160906|C
JXSB|Jacksonville Bancorp Common Stock|Q|20160906|C
JYNT|The Joint Corp. Common Stock|Q|20160906|C
KALU|Kaiser Aluminum Corporation Common Stock|Q|20160906|C
KBAL|Kimball International, Inc. Class B Common Stock|Q|20160906|C
KE|Kimball Electronics, Inc. Common Stock|Q|20160906|G2
KELYA|Kelly Services, Inc. Class A Common Stock|Q|20160906|C
KEQU|Kewaunee Scientific Corporation Common Stock|Q|20160906|G3
KEYW|The KEYW Holding Corporation Common Stock|Q|20160906|C
KFFB|Kentucky First Federal Bancorp Common Stock|Q|20160906|G1
KFRC|Kforce, Inc. Common Stock|Q|20160906|G2
KIN|Kindred Biosciences, Inc. Common Stock|Q|20160906|G2
KINS|Kingstone Companies, Inc. Common Stock|Q|20160906|G3
KIRK|Kirkland's, Inc. COMMONSTOCK|Q|20160906|C
KITE|Kite Pharma, Inc. Common Stock|Q|20160906|C
KLIC|Kulicke and Soffa Industries, Inc. Common Stock|Q|20160906|C
KLXI|KLX Inc. Common Stock|Q|20160906|C
KMDA|Kamada Ltd. Ordinary Shares|Q|20160906|G3
KMPH|KemPharm, Inc. Common Stock|Q|20160906|G1
KNDI|Kandi Technologies Group, Inc Common Stock|Q|20160906|G1
KONA|Kona Grill, Inc. Common Stock|Q|20160906|G2
KOPN|Kopin Corporation Common Stock|Q|20160906|C
KPTI|Karyopharm Therapeutics Inc. Common Stock|Q|20160906|C
KRNT|Kornit Digital Ltd. Ordinary Shares|Q|20160906|G2
KRNY|Kearny Financial Corp Common Stock|Q|20160906|G2
KTCC|Key Tronic Corporation Common Stock|Q|20160906|C
KTEC|Key Technology, Inc. Common Stock|Q|20160906|C
KTOS|Kratos Defense & Security Solutions, Inc. Common Stock|Q|20160906|C
KTWO|K2M Group Holdings, Inc. Common Stock|Q|20160906|C
KURA|Kura Oncology, Inc. Common Stock|Q|20160906|G1
KVHI|KVH Industries, Inc. Common Stock|Q|20160906|G1
LABL|Multi-Color Corporation Common Stock|Q|20160906|G3
LAKE|Lakeland Industries, Inc. Common Stock|Q|20160906|G2
LAND|Gladstone Land Corporation Common Stock|Q|20160906|C
LARK|Landmark Bancorp Inc. Common Stock|Q|20160906|C
LAWS|Lawson Products, Inc. Common Stock|Q|20160906|G3
LAYN|Layne Christensen Company Common Stock|Q|20160906|C
LBAI|Lakeland Bancorp, Inc. Common Stock|Q|20160906|G1
LBIO|Lion Biotechnologies, Inc. Common Stock|Q|20160906|G1
LBRDA|Liberty Broadband Corporation Class A Common Stock|Q|20160906|C
LBTYB|Liberty Global plc Class B Ordinary Shares|Q|20160906|G2
LCNB|LCNB Corporation Common Stock|Q|20160906|G3
LCUT|Lifetime Brands, Inc. Common Stock|Q|20160906|G2
LE|Lands' End, Inc. Common Stock|Q|20160906|G1
LENS|Presbia PLC Ordinary Shares|Q|20160906|C
LFUS|Littelfuse, Inc. Common Stock|Q|20160906|C
LFVN|Lifevantage Corporation Common Stock|Q|20160906|C
LGIH|LGI Homes, Inc. Common Stock|Q|20160906|C
LGND|Ligand Pharmaceuticals Incorporated Common Stock|Q|20160906|C
LHCG|LHC Group Common Stock|Q|20160906|C
LIFE|aTyr Pharma, Inc. Common Stock|Q|20160906|G1
LILA|Liberty Global plc LiLAC Class A Ordinary Shares|Q|20160906|C
LIND|Lindblad Expeditions Holdings Inc. Common Stock|Q|20160906|C
LION|Fidelity Southern Corporation New Common Stock|Q|20160906|C
LIOX|Lionbridge Technologies, Inc. Common Stock|Q|20160906|C
LITE|Lumentum Holdings Inc. Common Stock|Q|20160906|G3
LIVN|LivaNova PLC Ordinary Shares|Q|20160906|C
LJPC|La Jolla Pharmaceutical Company Common Stock|Q|20160906|C
LKFN|Lakeland Financial Corporation Common Stock|Q|20160906|C
LMAT|LeMaitre Vascular, Inc. Common Stock|Q|20160906|C
LMIA|LMI Aerospace, Inc. Common Stock|Q|20160906|C
LMNR|Limoneira Co Common Stock|Q|20160906|C
LMNX|Luminex Corporation Common Stock|Q|20160906|C
LMOS|Lumos Networks Corp. Common Stock|Q|20160906|C
LMRK|Landmark Infrastructure Partners LP Common Units|Q|20160906|G3
LNDC|Landec Corporation Common Stock (DE)|Q|20160906|G1
LNTH|Lantheus Holdings, Inc. Common Stock|Q|20160906|G2
LOAN|Manhattan Bridge Capital, Inc|Q|20160906|G2
LOB|Live Oak Bancshares, Inc. Common Stock|Q|20160906|G1
LOCO|El Pollo Loco Holdings, Inc. Common Stock|Q|20160906|G1
LOGM|LogMeIn, Inc. Common Stock|Q|20160906|G3
LOPE|Grand Canyon Education, Inc. Common Stock|Q|20160906|C
LORL|Loral Space and Communications, Inc. Common Stock|Q|20160906|G1
LOXO|Loxo Oncology, Inc. Common Stock|Q|20160906|C
LPCN|Lipocine Inc. Common Stock|Q|20160906|C
LPLA|LPL Financial Holdings Inc. Common Stock|Q|20160906|C
LPNT|LifePoint Health, Inc. Common Stock|Q|20160906|G1
LPSN|LivePerson, Inc. Common Stock|Q|20160906|G3
LQDT|Liquidity Services, Inc. Common Stock|Q|20160906|G2
LSBG|Lake Sunapee Bank Group Common Stock|Q|20160906|C
LSBK|Lake Shore Bancorp, Inc. Common Stock|Q|20160906|C
LSTR|Landstar System, Inc. Common Stock|Q|20160906|G1
LTRPA|Liberty TripAdvisor Holdings, Inc. Series A Common Stock|Q|20160906|G2
LTRPB|Liberty TripAdvisor Holdings, Inc. Series B Common Stock|Q|20160906|G2
LTXB|LegacyTexas Financial Group Inc. Common Stock|Q|20160906|C
LWAY|Lifeway Foods, Inc. Common Stock|Q|20160906|C
LXRX|Lexicon Pharmaceuticals, Inc. Common Stock|Q|20160906|C
LYTS|LSI Industries Inc. Common Stock|Q|20160906|C
MAGS|Magal Security Systems Ltd. Ordinary Shares|Q|20160906|C
MAMS|MAM Software Group, Inc. Common Stock|Q|20160906|C
MANT|ManTech International Corporation Common Stock $0.01 Par Value|Q|20160906|C
MARA|Marathon Patent Group, Inc. Common Stock|Q|20160906|C
MARK|Remark Media, Inc. Common Stock|Q|20160906|C
MASI|Masimo Corporation Common Stock|Q|20160906|C
MATR|Mattersight Corporation Common Stock|Q|20160906|G2
MATW|Matthews International Corporation Class A Common Stock|Q|20160906|G3
MAYS|J. W. Mays, Inc. Common Stock|Q|20160906|G2
MB|MINDBODY, Inc. Class A Common Stock|Q|20160906|G1
MBCN|Middlefield Banc Corp. Common Stock|Q|20160906|G1
MBFI|MB Financial Inc. Common Stock|Q|20160906|C
MBRG|Middleburg Financial Corporation|Q|20160906|C
MBTF|MBT Financial Corp Common Stock|Q|20160906|G2
MBUU|Malibu Boats, Inc. Class A Common Stock|Q|20160906|C
MBVT|Merchants Bancshares, Inc. Common Stock|Q|20160906|G2
MBWM|Mercantile Bank Corporation Common Stock|Q|20160906|C
MCBC|Macatawa Bank Corporation Common Stock|Q|20160906|C
MCFT|MCBC Holdings, Inc. Common Stock|Q|20160906|C
MCHX|Marchex, Inc. Class B Common Stock|Q|20160906|C
MCRI|Monarch Casino & Resort, Inc. Common Stock|Q|20160906|C
MDCA|MDC Partners Inc. CL A Subordinate Voting Shares|Q|20160906|G3
MDM|Mountain Province Diamonds Inc. Common Stock|Q|20160906|G1
MDWD|MediWound Ltd. Ordinary Shares|Q|20160906|G1
MDXG|MiMedx Group, Inc|Q|20160906|C
MELR|Melrose Bancorp, Inc. Common Stock|Q|20160906|G1
MEOH|Methanex Corporation Common Stock|Q|20160906|G3
MERC|Mercer International Inc. Common Stock|Q|20160906|G2
MFNC|Mackinac Financial Corporation Common Stock|Q|20160906|C
MFRI|MFRI, Inc. Common Stock|Q|20160906|G1
MFSF|MutualFirst Financial Inc. Common Stock|Q|20160906|G3
MGCD|MGC Diagnostics Corporation|Q|20160906|C
MGEE|MGE Energy, Inc|Q|20160906|G3
MGI|Moneygram International, Inc. Common Stock|Q|20160906|C
MGIC|Magic Software Enterprises Ltd. Ordinary Shares|Q|20160906|G2
MGLN|Magellan Health, Inc. Common Stock|Q|20160906|G3
MGNX|MacroGenics, Inc. Common Stock|Q|20160906|C
MGPI|MGP Ingredients, Inc.|Q|20160906|C
MGRC|McGrath RentCorp Common Stock|Q|20160906|C
MGYR|Magyar Bancorp, Inc. Common Stock|Q|20160906|C
MHGC|Morgans Hotel Group Co. Common Stock|Q|20160906|G2
MHLD|Maiden Holdings, Ltd.|Q|20160906|G2
MIME|Mimecast Limited Ordinary Shares|Q|20160906|C
MIND|Mitcham Industries, Inc. Common Stock|Q|20160906|C
MINI|Mobile Mini, Inc. Common Stock|Q|20160906|G1
MIRN|Mirna Therapeutics, Inc. Common Stock|Q|20160906|C
MITK|Mitek Systems, Inc. Common Stock|Q|20160906|G3
MKSI|MKS Instruments, Inc. Common Stock|Q|20160906|G2
MLAB|Mesa Laboratories, Inc. Common Stock|Q|20160906|C
MLHR|Herman Miller, Inc. Common Stock|Q|20160906|G3
MLNX|Mellanox Technologies, Ltd. Ordinary Shares|Q|20160906|G1
MLVF|Malvern Bancorp, Inc. Common Stock|Q|20160906|G2
MMAC|MMA Capital Management, LLC Common Stock|Q|20160906|G1
MMLP|Martin Midstream Partners L.P. Limited Partnership|Q|20160906|G3
MMSI|Merit Medical Systems, Inc. Common Stock|Q|20160906|G2
MMYT|MakeMyTrip Limited Ordinary Shares|Q|20160906|G1
MNDO|MIND C.T.I. Ltd. Ordinary Shares|Q|20160906|C
MNOV|Medicinova Inc Common Stock|Q|20160906|C
MNRO|Monro Muffler Brake, Inc. Common Stock|Q|20160906|G1
MNTA|Momenta Pharmaceuticals, Inc. Common Stock|Q|20160906|G3
MNTX|Manitex International, Inc. Common Stock|Q|20160906|C
MOBL|MobileIron, Inc. Common Stock|Q|20160906|G3
MOCO|MOCON, Inc. Common Stock|Q|20160906|G1
MOFG|MidWestOne Financial Gp Common Stock|Q|20160906|C
MPAA|Motorcar Parts  of America, Inc. Common Stock|Q|20160906|C
MPB|Mid Penn Bancorp Common Stock|Q|20160906|G3
MRCY|Mercury Systems Inc Common Stock|Q|20160906|C
MRLN|Marlin Business Services Corp. Common Stock|Q|20160906|G3
MRTN|Marten Transport, Ltd. Common Stock|Q|20160906|G1
MRTX|Mirati Therapeutics, Inc. Common Stock|Q|20160906|G2
MRVC|MRV Communications, Inc. Common Stock|Q|20160906|G2
MSBF|MSB Financial Corp. Common Stock (MD)|Q|20160906|G1
MSEX|Middlesex Water Company Common Stock|Q|20160906|C
MSFG|MainSource Financial Group Inc Common Stock|Q|20160906|C
MSON|MISONIX, Inc. Common Stock|Q|20160906|G3
MSTR|MicroStrategy Incorporated Common Stock Class A|Q|20160906|C
MTEX|Mannatech, Incorporated Common Stock|Q|20160906|G2
MTGE|American Capital Mortgage Investment Corp. Common Stock|Q|20160906|G2
MTRX|Matrix Service Company Common Stock|Q|20160906|G3
MTSC|MTS Systems Corporation Common Stock|Q|20160906|G3
MTSI|MACOM Technology Solutions Holdings, Inc. Common Stock|Q|20160906|C
MXPT|MaxPoint Interactive, Inc. Common Stock|Q|20160906|C
MXWL|Maxwell Technologies, Inc. Common Stock|Q|20160906|C
MYOK|MyoKardia, Inc. Common Stock|Q|20160906|G1
MYRG|MYR Group, Inc. Common Stock|Q|20160906|C
NAII|Natural Alternatives International, Inc. Common Stock|Q|20160906|G2
NAME|Rightside Group, Ltd. Common Stock|Q|20160906|C
NANO|Nanometrics Incorporated Common Stock|Q|20160906|C
NATH|Nathan's Famous, Inc. Common Stock|Q|20160906|G2
NATL|National Interstate Corporation Common Stock|Q|20160906|C
NATR|Nature's Sunshine Products, Inc. Common Stock|Q|20160906|G2
NAUH|National American University Holdings, Inc. Common Stock|Q|20160906|C
NAVG|Navigators Group, Inc. (The) Common Stock|Q|20160906|G3
NBN|Northeast Bancorp Common Stock|Q|20160906|G3
NBTB|NBT Bancorp Inc. Common Stock|Q|20160906|C
NCIT|NCI, Inc. Common Stock|Q|20160906|G2
NCMI|National CineMedia, Inc. Common Stock|Q|20160906|C
NCOM|National Commerce Corporation Common Stock|Q|20160906|G3
NDLS|Noodles & Company Class A Common Stock|Q|20160906|G1
NDRM|NeuroDerm Ltd. Ordinary Shares|Q|20160906|G2
NEO|NeoGenomics, Inc. Common Stock|Q|20160906|C
NEOG|Neogen Corporation Common Stock|Q|20160906|C
NEOS|Neos Therapeutics, Inc. Common Stock|Q|20160906|G3
NERV|Minerva Neurosciences, Inc Common Stock|Q|20160906|G1
NEWS|NewStar Financial, Inc. Common Stock|Q|20160906|C
NEWT|Newtek Business Services Corp. Common Stock (Maryland)|Q|20160906|C
NFBK|Northfield Bancorp, Inc. Common Stock (Delaware)|Q|20160906|C
NGHC|National General Holdings Corp Common Stock|Q|20160906|C
NHLD|National Holdings Corporation Common Stock|Q|20160906|C
NHTC|Natural Health Trends Corp. Common Stock|Q|20160906|C
NICK|Nicholas Financial, Inc. Common Stock|Q|20160906|C
NIHD|NII Holdings, Inc. Common Stock|Q|20160906|G2
NILE|Blue Nile, Inc. Common Stock|Q|20160906|C
NK|NantKwest, Inc. Common Stock|Q|20160906|C
NKSH|National Bankshares, Inc. Common Stock|Q|20160906|G2
NKTR|Nektar Therapeutics  Common Stock|Q|20160906|C
NLNK|NewLink Genetics Corporation Common Stock|Q|20160906|C
NMIH|NMI Holdings Inc. Class A Common Stock|Q|20160906|G3
NMRX|Numerex Corp. Class A Common Stock|Q|20160906|C
NNBR|NN, Inc. Common Stock|Q|20160906|G3
NOVT|Novanta Inc. Common Stock|Q|20160906|G2
NRCIA|National Research Corporation Class A Common Stock|Q|20160906|G1
NRCIB|National Research Corporation Class B Common Stock|Q|20160906|C
NRIM|Northrim BanCorp Inc Common Stock|Q|20160906|G3
NSEC|National Security Group, Inc. Common Stock|Q|20160906|C
NSIT|Insight Enterprises, Inc. Common Stock|Q|20160906|C
NSSC|NAPCO Security Technologies, Inc. Common Stock|Q|20160906|G3
NSTG|NanoString Technologies, Inc. Common Stock|Q|20160906|C
NSYS|Nortech Systems Incorporated Common Stock|Q|20160906|C
NTCT|NetScout Systems, Inc. Common Stock|Q|20160906|G2
NTEC|Intec Pharma Ltd. Ordinary Shares|Q|20160906|G2
NTGR|NETGEAR, Inc. Common Stock|Q|20160906|G1
NTIC|Northern Technologies International Corporation Common Stock|Q|20160906|G3
NTRA|Natera, Inc. Common Stock|Q|20160906|C
NTRI|NutriSystem Inc Common Stock|Q|20160906|G2
NTWK|NetSol Technologies Inc. Common  Stock|Q|20160906|G1
NUTR|Nutraceutical International Corporation Common Stock|Q|20160906|G2
NVCR|NovoCure Limited Ordinary Shares|Q|20160906|G3
NVDQ|Novadaq Technologies Inc Common Shares|Q|20160906|C
NVEC|NVE Corporation Common Stock|Q|20160906|C
NVEE|NV5 Global, Inc. Common Stock|Q|20160906|G3
NVET|Nexvet Biopharma plc Ordinary Shares|Q|20160906|C
NVIV|InVivo Therapeutics Holdings Corp Common Stock|Q|20160906|G1
NVLS|Nivalis Therapeutics, Inc. Common Stock|Q|20160906|C
NVMI|Nova Measuring Instruments Ltd. Ordinary Shares|Q|20160906|C
NWBI|Northwest Bancshares, Inc. Common Stock|Q|20160906|C
NWFL|Norwood Financial Corp. Common Stock|Q|20160906|C
NWLI|National Western Life Group, Inc. Class A Common Stock|Q|20160906|C
NWPX|Northwest Pipe Company Common Stock|Q|20160906|C
NWS|News Corporation Class B Common Stock|Q|20160906|G2
NXEO|Nexeo Solutions, Inc. Common Stock|Q|20160906|C
NXST|Nexstar Broadcasting Group, Inc. Class A Common Stock|Q|20160906|G3
NXTM|NxStage Medical Inc. Common Stock|Q|20160906|C
NYMT|New York Mortgage Trust, Inc. Common Stock|Q|20160906|C
NYNY|Empire Resorts, Inc. Common Stock|Q|20160906|G2
OACQ|Origo Acquisition Corporation Ordinary Shares|Q|20160906|G3
OBAS|Optibase Ltd. Ordinary Shares|Q|20160906|G1
OBCI|Ocean Bio-Chem, Inc. Common Stock|Q|20160906|C
OCC|Optical Cable Corporation Common Stock|Q|20160906|G2
OCFC|OceanFirst Financial Corp. Common Stock|Q|20160906|C
OCRX|Ocera Therapeutics, Inc. Common Stock|Q|20160906|G2
OCUL|Ocular Therapeutix, Inc. Common Stock|Q|20160906|C
OFED|Oconee Federal Financial Corp. Common Stock|Q|20160906|C
OFIX|Orthofix International N.V. Common Stock|Q|20160906|C
OFLX|Omega Flex, Inc. Common Stock|Q|20160906|C
OHRP|Ohr Pharmaceutical, Inc. Common Stock|Q|20160906|G2
OKSB|Southwest Bancorp, Inc. Common Stock|Q|20160906|G2
OLBK|Old Line Bancshares, Inc.|Q|20160906|C
OLED|Universal Display Corporation Common Stock|Q|20160906|G3
OLLI|Ollie's Bargain Outlet Holdings, Inc. Common Stock|Q|20160906|G3
OMCL|Omnicell, Inc. Common Stock ($0.001 par value)|Q|20160906|G2
OMED|OncoMed Pharmaceuticals, Inc. Common Stock|Q|20160906|C
OMER|Omeros Corporation Common Stock|Q|20160906|C
OMEX|Odyssey Marine Exploration, Inc. Common Stock|Q|20160906|C
ONB|Old National Bancorp Common Stock|Q|20160906|G3
ONCE|Spark Therapeutics, Inc. Common Stock|Q|20160906|C
ONVI|Onvia, Inc.  Common Stock|Q|20160906|G2
OPB|Opus Bank Common Stock|Q|20160906|G3
OPHC|OptimumBank Holdings, Inc. Common Stock|Q|20160906|C
OPHT|Ophthotech Corporation Common Stock|Q|20160906|C
OPOF|Old Point Financial Corporation Common Stock|Q|20160906|C
OPXA|Opexa Therapeutics, Inc. Common Stock|Q|20160906|G2
ORBC|ORBCOMM Inc. Common Stock|Q|20160906|C
ORBK|Orbotech Ltd. Ordinary Shares|Q|20160906|C
ORIT|Oritani Financial Corp. Common Stock New|Q|20160906|G1
ORMP|Oramed Pharmaceuticals Inc. Common Stock|Q|20160906|C
ORRF|Orrstown Financial Services Inc Common Stock|Q|20160906|G3
OSBC|Old Second Bancorp, Inc. Common Stock|Q|20160906|G2
OSHC|Ocean Shore Holding Co. Common Stock|Q|20160906|G1
OSIR|Osiris Therapeutics, Inc. Common Stock (MD)|Q|20160906|C
OSIS|OSI Systems, Inc. Common Stock (DE)|Q|20160906|C
OSTK|Overstock.com, Inc. Common Stock|Q|20160906|G1
OSUR|OraSure Technologies, Inc. Common Stock|Q|20160906|C
OTEL|Otelco, Inc. Class A Common Stock|Q|20160906|G2
OTIC|Otonomy, Inc. Common Stock|Q|20160906|G2
OTTR|Otter Tail Corporation Common Stock|Q|20160906|G1
OVAS|OvaScience Inc. Common Stock|Q|20160906|C
OVBC|Ohio Valley Banc Corp. Common Stock|Q|20160906|G3
OVLY|Oak Valley Bancorp (CA) Common Stock|Q|20160906|C
OXBR|Oxbridge Re Holdings Limited Ordinary Shares|Q|20160906|G1
OXFD|Oxford Immunotec Global PLC Ordinary Shares|Q|20160906|C
PAAC|Pacific Special Acquisition Corp. Ordinary Shares|Q|20160906|G3
PACE|Pace Holdings Corp. Class A Ordinary Shares|Q|20160906|C
PAHC|Phibro Animal Health Corporation Class A Common Stock|Q|20160906|G3
PATI|Patriot Transportation Holding, Inc. Common Stock|Q|20160906|C
PATK|Patrick Industries, Inc. Common Stock|Q|20160906|G1
PBBI|PB Bancorp, Inc. Common Stock|Q|20160906|G2
PBHC|Pathfinder Bancorp, Inc. Common Stock (MD)|Q|20160906|C
PBIP|Prudential Bancorp, Inc. Common Stock|Q|20160906|C
PBPB|Potbelly Corporation Common Stock|Q|20160906|G3
PBSK|Poage Bankshares, Inc. Common Stock|Q|20160906|G3
PCBK|Pacific Continental Corporation (Ore) Common Stock|Q|20160906|G2
PCH|Potlatch Corporation Common Stock|Q|20160906|G2
PCMI|PCM, Inc. Common Stock|Q|20160906|G3
PCRX|Pacira Pharmaceuticals, Inc. Common Stock|Q|20160906|G2
PCTI|PC-Tel, Inc. Common Stock|Q|20160906|C
PCTY|Paylocity Holding Corporation Common Stock|Q|20160906|C
PCYG|Park City Group, Inc. Common Stock|Q|20160906|G1
PCYO|Pure Cycle Corporation Common Stock|Q|20160906|G3
PDEX|Pro-Dex, Inc. Common Stock|Q|20160906|G2
PDFS|PDF Solutions, Inc. Common Stock|Q|20160906|C
PDVW|pdvWireless, Inc. Common Stock|Q|20160906|G1
PEBK|Peoples Bancorp of North Carolina, Inc. Common Stock|Q|20160906|C
PEBO|Peoples Bancorp Inc. Common Stock|Q|20160906|C
PEGA|Pegasystems Inc. Common Stock|Q|20160906|G2
PEIX|Pacific Ethanol, Inc. Common Stock|Q|20160906|G2
PERF|Perfumania Holdings, Inc. Common Stock|Q|20160906|G3
PERY|Perry Ellis International Inc. Common Stock|Q|20160906|C
